date,PRI27840_org,PRI27826_org,PRI27380_org,PRI27250_org,PRI27276_org,PRI27156_org
2004-02-01,78.96986389160156,80.7574234008789,93.02002716064453,,93.23045349121094,
2004-03-01,79.67356872558594,80.9621353149414,93.54026794433594,,93.33567810058594,
2004-04-01,80.33763885498047,80.7574234008789,93.85242462158203,,93.44090270996094,
2004-05-01,80.798828125,80.7574234008789,93.85242462158203,,93.54612731933594,
2004-06-01,80.91349029541016,80.5527114868164,93.95646667480469,,93.44090270996094,
2004-07-01,80.97483825683594,80.5527114868164,94.0605239868164,,93.44090270996094,
2004-08-01,81.12193298339844,80.9621353149414,94.26861572265625,,93.44090270996094,
2004-09-01,81.40205383300781,81.57626342773438,94.37266540527344,,93.54612731933594,
2004-10-01,81.6745834350586,81.57626342773438,94.58076477050781,,93.54612731933594,
2004-11-01,81.60795593261719,81.8833236694336,94.58076477050781,,93.54612731933594,
2004-12-01,81.83039855957031,81.78096771240234,94.684814453125,,93.44090270996094,
2005-01-01,82.65886688232422,82.08802795410156,95.41316223144531,,93.65135192871094,
2005-02-01,83.0922622680664,81.78096771240234,95.62125396728516,,93.75657653808594,
2005-03-01,83.3839111328125,82.08802795410156,95.41316223144531,,93.75657653808594,
2005-04-01,83.529052734375,81.78096771240234,95.41316223144531,,93.86180114746094,
2005-05-01,83.74310302734375,82.29273986816406,95.51720428466797,,94.07225036621094,
2005-06-01,84.035888671875,82.70215606689453,95.51720428466797,,94.07225036621094,
2005-07-01,84.07575225830078,83.00921630859375,95.41316223144531,,94.177490234375,
2005-08-01,84.1220474243164,82.70215606689453,95.62125396728516,,94.177490234375,
2005-09-01,84.57930755615234,82.59980010986328,95.51720428466797,,94.177490234375,
2005-10-01,85.07535552978516,83.00921630859375,95.51720428466797,,94.177490234375,
2005-11-01,85.79458618164062,82.9068603515625,95.62125396728516,,94.177490234375,
2005-12-01,86.12294006347656,83.31627655029297,95.51720428466797,,94.28271484375,
2006-01-01,86.68920135498047,83.62333679199219,96.1415023803711,,94.598388671875,92.77388539145134
2006-02-01,86.98992156982422,83.52098846435547,95.82935333251953,,94.70361328125,93.08509310617156
2006-03-01,87.34689331054688,83.82804870605469,96.45365142822266,,94.9140625,94.64291241957768
2006-04-01,88.1385498046875,83.93040466308594,96.45365142822266,,95.22975158691406,94.31004656916315
2006-05-01,89.14540100097656,84.54452514648438,96.55770111083984,,95.65065002441406,97.67383034744533
2006-06-01,90.28876495361328,86.2845458984375,96.76580047607422,,95.75587463378906,98.81168197426061
2006-07-01,90.54804992675781,86.59160614013672,97.28604888916016,,95.86109924316406,99.16348418063951
2006-08-01,91.42797088623047,86.38690185546875,96.9738998413086,,95.96632385253906,99.86857380356349
2006-09-01,91.69477844238281,86.69396209716797,96.9738998413086,,96.17678833007812,99.61085388838465
2006-10-01,91.7898941040039,86.59160614013672,96.9738998413086,,96.28201293945312,99.92437604414799
2006-11-01,91.66818237304688,86.69396209716797,96.9738998413086,,96.17678833007812,99.45030174599428
2006-12-01,91.6964111328125,86.59160614013672,97.07794952392578,,96.17678833007812,99.26537196532071
2007-01-01,91.7823257446289,86.59160614013672,97.59819030761719,96.8646469116211,96.59768676757812,99.7319267958102
2007-02-01,92.01609802246094,86.89866638183594,97.18199157714844,96.96660614013672,96.49246215820312,99.41487943739122
2007-03-01,92.20447540283203,87.10337829589844,97.49414825439453,97.17053985595703,96.59768676757812,99.75362969023489
2007-04-01,92.7719955444336,87.10337829589844,98.01438903808594,97.57838439941406,97.01858520507812,99.78002927017461
2007-05-01,93.47943115234375,87.51280212402344,98.63868713378906,97.27249908447266,97.12381744384766,100.99474057925848
2007-06-01,93.73645782470703,87.61515808105469,99.05488586425781,97.47642517089844,97.22904968261719,101.87484411546268
2007-07-01,94.06598663330078,87.81986236572266,99.15892791748047,97.78231048583984,97.33427429199219,102.13838870605872
2007-08-01,94.58464813232422,88.22927856445312,99.26298522949219,97.68035125732422,97.33427429199219,102.26541957484902
2007-09-01,94.78301239013672,88.12692260742188,99.26298522949219,98.1901626586914,97.43949890136719,101.8022926739291
2007-10-01,95.04724884033203,89.04811096191406,99.47108459472656,98.08819580078125,97.75517272949219,101.82293918898682
2007-11-01,95.28147888183594,89.15046691894531,99.36702728271484,97.68035125732422,97.64994812011719,101.24040717742217
2007-12-01,95.32814025878906,89.45752716064453,99.26298522949219,98.80194091796875,97.54472351074219,100.75435254480053
2008-01-01,95.858642578125,90.17400360107422,99.47108459472656,97.47642517089844,97.96562194824219,100.92870991735991
2008-02-01,96.11149597167969,90.58341979980469,99.67918395996094,97.88427734375,97.96562194824219,101.30376214670164
2008-03-01,97.02069854736328,91.19754791259766,99.7832260131836,98.39408111572266,98.17608642578125,101.94820954342005
2008-04-01,97.02218627929688,91.91402435302734,99.57512664794922,98.49605560302734,98.28131103515625,101.67584982630792
2008-05-01,97.44157409667969,91.8116683959961,99.67918395996094,98.08819580078125,98.49176025390625,102.8126459096851
2008-06-01,97.74235534667969,91.8116683959961,99.7832260131836,99.61763763427734,98.49176025390625,103.70859130954099
2008-07-01,98.47161102294922,91.91402435302734,99.88728332519531,99.10782623291016,98.70220947265625,103.87474131406171
2008-08-01,98.78754425048828,92.11872863769531,100.303466796875,99.00586700439453,98.70220947265625,104.310727966346
2008-09-01,99.03092956542969,92.83521270751953,100.4075241088867,99.7196044921875,98.80743408203125,103.73653623473378
2008-10-01,98.82167053222656,93.0399169921875,99.67918395996094,99.51567840576172,98.80743408203125,102.4338768241207
2008-11-01,97.50636291503906,94.06346893310547,98.63868713378906,99.00586700439453,98.70220947265625,99.92428188411567
2008-12-01,97.23567199707031,97.03173065185547,98.22248840332031,98.90390014648438,98.49176025390625,97.83247632100128
2009-01-01,97.08316040039062,98.36233520507812,97.59819030761719,100.0254974365234,98.80743408203125,95.27670216198777
2009-02-01,96.74383544921875,98.15763092041016,97.28604888916016,99.20979309082031,98.80743408203125,94.82032136931275
2009-03-01,97.10189819335938,99.28352355957031,97.07794952392578,99.51567840576172,98.91265869140625,94.91378308492405
2009-04-01,97.4488525390625,98.46469116210938,97.39009094238281,98.49605560302734,99.12311553955078,95.37194713707684
2009-05-01,97.74034118652344,98.36233520507812,97.39009094238281,99.20979309082031,99.12311553955078,95.92419863373621
2009-06-01,97.63607025146484,97.54350280761719,97.70223999023438,98.80194091796875,99.01788330078125,96.76011569180174
2009-07-01,97.77440643310547,97.95291900634766,97.49414825439453,98.59801483154297,99.22834777832031,97.22675786996174
2009-08-01,98.24615478515625,97.95291900634766,97.91033935546875,98.49605560302734,99.12311553955078,98.36501647226427
2009-09-01,98.43946075439453,98.66939544677734,98.11843872070312,100.7392272949219,99.33357238769531,98.54970942299708
2009-10-01,98.53910827636719,98.7717514038086,98.22248840332031,98.90390014648438,99.33357238769531,98.54138950480413
2009-11-01,98.84520721435547,98.25997924804688,98.11843872070312,98.90390014648438,99.33357238769531,98.72519050150628
2009-12-01,98.8926773071289,98.56704711914062,98.53463745117188,99.00586700439453,99.33357238769531,98.9086335605323
2010-01-01,99.08361053466797,99.07881164550781,99.05488586425781,100.2294158935547,99.64924621582031,98.42083333333336
2010-02-01,99.36457824707031,99.38587951660156,99.15892791748047,100.1274566650391,99.64924621582031,98.70795454545457
2010-03-01,99.43183898925781,100.409423828125,99.47108459472656,99.92353057861328,99.75447082519531,98.99507575757578
2010-04-01,99.79752349853516,100.0,99.47108459472656,99.7196044921875,99.75447082519531,99.28219696969698
2010-05-01,100.00531005859375,100.7164840698242,99.7832260131836,99.7196044921875,99.96492004394531,99.56931818181819
2010-06-01,100.04703521728516,100.5117797851563,99.99132537841797,99.82157135009766,99.96492004394531,99.8564393939394
2010-07-01,99.9212646484375,100.1023559570313,100.1994247436523,99.20979309082031,99.85969543457031,100.1435606060606
2010-08-01,99.98792266845703,99.48822784423828,100.1994247436523,100.2294158935547,99.96492004394531,100.4306818181818
2010-09-01,100.1524658203125,100.1023559570313,100.4075241088867,100.2294158935547,100.1753845214844,100.71780303030302
2010-10-01,100.41336822509766,100.1023559570313,100.4075241088867,100.2294158935547,100.2806091308594,101.00492424242422
2010-11-01,100.7459716796875,99.89764404296875,100.8237228393555,100.1274566650391,100.3858337402344,101.29204545454542
2010-12-01,101.02913665771484,100.204704284668,101.0318222045898,100.4333419799805,100.5962829589844,101.57916666666667
2011-01-01,101.54696655273438,101.5353164672852,101.5520629882813,102.5745620727539,101.1224136352539,102.3576666666667
2011-02-01,101.8961410522461,101.5353164672852,102.9047012329102,101.9627838134766,101.1224136352539,103.34722840909095
2011-03-01,102.24797821044922,101.9447326660156,102.8006591796875,102.6765289306641,101.3328704833984,103.35085909090913
2011-04-01,102.61302185058594,102.1494445800781,103.1128005981445,102.4726028442383,101.4380950927734,103.35276704545456
2011-05-01,102.59817504882812,101.9447326660156,102.9047012329102,102.2686767578125,101.4380950927734,103.95036818181819
2011-06-01,102.96346282958984,102.1494445800781,102.9047012329102,102.5745620727539,101.5433197021484,104.05040984848483
2011-07-01,103.25684356689453,102.3541488647461,103.1128005981445,102.8804473876953,101.5433197021484,104.54987727272726
